type,step,total_transactions,fraud_count,total_amount,avg_amount,max_amount,fraud_rate_pct
CASH_IN,637,839,0,146024793.23,174046.2374612634,748802.64,0.0
CASH_IN,640,403,0,74311891.58,184396.75330024812,762572.31,0.0
CASH_IN,642,280,0,51093757.0,182477.70357142857,691082.2,0.0
CASH_IN,644,514,0,77168340.55,150132.95826848247,615794.99,0.0
CASH_IN,649,84,0,16145904.58,192213.14976190476,671503.82,0.0
CASH_IN,656,413,0,63835090.32,154564.38334140435,591281.79,0.0
CASH_IN,659,685,0,121939380.65,178013.69437956205,688043.6,0.0
CASH_IN,661,1115,0,206063647.24,184810.44595515696,874744.33,0.0
CASH_IN,664,295,0,55368969.81,187691.42308474577,776282.72,0.0
CASH_IN,667,386,0,58580738.28,151763.57067357513,603865.16,0.0
CASH_IN,669,152,0,25036325.56,164712.66815789472,604549.36,0.0
CASH_IN,670,409,0,63813145.62,156022.36092909536,748429.39,0.0
CASH_IN,672,37,0,6140267.08,165953.16432432432,412896.74,0.0
CASH_IN,673,128,0,19411637.51,151653.418046875,666864.62,0.0
CASH_IN,679,6,0,1062088.2,177014.69999999998,356996.26,0.0
CASH_IN,681,1112,0,189810228.88,170692.65187050359,690568.49,0.0
CASH_IN,683,505,0,90643485.62,179492.05073267326,778435.45,0.0
CASH_IN,684,1133,0,202465417.64,178698.5151279788,963044.95,0.0
CASH_IN,686,1070,0,194158656.17,181456.6880093458,782550.03,0.0
CASH_IN,687,1916,0,329812941.52,172136.19077244258,722638.95,0.0
CASH_IN,688,1895,0,325069889.33,171540.8386965699,920237.17,0.0
CASH_IN,690,1109,0,182787792.88,164822.17572587918,803169.25,0.0
CASH_IN,691,1128,0,165599977.71,146808.49087765958,588272.76,0.0
CASH_IN,692,1529,0,225348925.59,147383.2083649444,615742.23,0.0
CASH_IN,694,528,0,79563679.05,150688.78607954545,540500.64,0.0
CASH_IN,695,623,0,96416028.45,154760.88033707865,587076.63,0.0
CASH_IN,705,668,0,108849187.58,162947.8855988024,553758.72,0.0
CASH_IN,707,94,0,15186604.34,161559.62063829787,558200.44,0.0
CASH_IN,709,541,0,96340293.4,178078.17634011092,725224.75,0.0
CASH_IN,710,369,0,67316732.96,182430.1706233062,605897.18,0.0
CASH_IN,712,3,0,738826.44,246275.47999999998,405956.86,0.0
CASH_IN,714,139,0,25905093.81,186367.58136690647,662736.29,0.0
CASH_IN,715,390,0,55677872.64,142763.776,507931.75,0.0
CASH_IN,716,17,0,2139821.31,125871.84176470588,289230.71,0.0
CASH_IN,717,112,0,10344989.01,92365.97330357143,302870.52,0.0
CASH_IN,718,86,0,8917419.73,103690.92709302326,356716.89,0.0
CASH_OUT,1,388,9,66629775.94,171726.22664948454,1277212.77,2.32
CASH_OUT,2,104,4,15942243.38,153290.80173076925,1096187.24,3.846
CASH_OUT,3,52,2,4834670.58,92974.43423076923,485135.11,3.846
CASH_OUT,4,77,5,22721281.61,295081.5793506493,10000000.0,6.494
CASH_OUT,5,61,3,10303008.6,168901.78032786885,521438.17,4.918
CASH_OUT,6,174,11,30301591.55,174147.07787356322,643767.43,6.322
CASH_OUT,7,1155,6,204636174.53,177174.1770822511,5460002.91,0.519
CASH_OUT,8,6137,6,1096585316.38,178684.2620791918,1255048.95,0.098
CASH_OUT,9,13184,9,2533949644.41,192198.85045585557,2539898.07,0.068
CASH_OUT,10,12516,6,2629174024.58,210065.03871684245,2662734.59,0.048
CASH_OUT,11,13081,3,2822789751.32,215793.1160706368,1176646.83,0.023
CASH_OUT,12,13111,8,2747818497.91,209581.15307070396,3964129.99,0.061
CASH_OUT,13,13892,7,2794368231.12,201149.45516268356,6188514.81,0.05
CASH_OUT,14,15984,6,3110507762.66,194601.33650275273,2927005.15,0.038
CASH_OUT,15,17447,11,3322879186.63,190455.61911102195,1302903.72,0.063
CASH_OUT,16,16308,5,3083640556.94,189087.5985369144,2701905.3,0.031
CASH_OUT,17,16645,4,3028075622.35,181921.0346860919,1639676.27,0.024
CASH_OUT,18,19440,9,3194588665.32,164330.69266049383,1974352.3,0.046
CASH_OUT,19,19822,6,3072409624.42,154999.98105236606,10000000.0,0.03
CASH_OUT,20,14503,2,2082739610.33,143607.50260842583,1113898.14,0.014
CASH_OUT,21,5657,3,834013339.71,147430.3234417536,1005886.15,0.053
CASH_OUT,22,2919,12,474920852.85,162699.8468139774,2068118.36,0.411
CASH_OUT,23,1146,1,199875324.37,174411.27780977314,761263.38,0.087
CASH_OUT,24,594,3,110810265.94,186549.26925925925,986876.27,0.505
CASH_OUT,25,246,9,46765734.43,190104.61150406505,1698263.69,3.659
CASH_OUT,26,78,6,16676090.03,213796.026025641,1646181.09,7.692
CASH_OUT,27,14,4,4807049.46,343360.6757142857,1218165.88,28.571
CASH_OUT,28,2,2,4323576.109999999,2161788.0549999997,3832058.34,100.0
CASH_OUT,29,2,2,608840.23,304420.115,340198.41,100.0
CASH_OUT,30,4,4,487600.45999999996,121900.11499999999,236947.25,100.0
CASH_OUT,31,6,6,6463564.0200000005,1077260.6700000002,5021186.54,100.0
CASH_OUT,32,6,6,4680910.04,780151.6733333333,2023920.09,100.0
CASH_OUT,33,7997,6,1552509172.06,194136.44767537827,10000000.0,0.075
CASH_OUT,34,11261,11,2283627182.78,202790.79857739102,1462355.44,0.098
CASH_OUT,35,10533,8,2095785967.58,198973.31886262223,9465988.82,0.076
CASH_OUT,36,15525,10,3080487267.62,198421.0800399356,2352524.18,0.064
CASH_OUT,37,13131,7,2541774478.52,193570.518507349,5979556.06,0.053
CASH_OUT,38,12004,9,2347358596.97,195548.03373625455,7567170.36,0.075
CASH_OUT,39,8396,6,1650151000.21,196540.13818604097,7937954.2,0.071
CASH_OUT,40,13055,7,2510366383.82,192291.5652102643,6188772.44,0.054
CASH_OUT,41,13929,6,2618061805.16,187957.62834087154,2885466.96,0.043
CASH_OUT,42,15794,7,2727467903.54,172690.12938710902,5032484.73,0.044
CASH_OUT,43,17655,6,2845729052.28,161185.44617841972,931510.49,0.034
CASH_OUT,44,13847,4,2064179261.21,149070.50344551165,1649818.97,0.029
CASH_OUT,45,5458,8,834401804.97,152876.84224441188,7335355.57,0.147
CASH_OUT,46,3053,7,494387963.03,161935.13364886996,9977761.05,0.229
CASH_OUT,47,1733,10,290875420.96999997,167845.0207559146,2249574.01,0.577
CASH_OUT,48,876,5,152296957.65,173854.9744863014,5489302.04,0.571
CASH_OUT,49,87,2,14089518.31,161948.4863218391,1021129.67,2.299
CASH_OUT,50,3,3,1672559.4700000002,557519.8233333334,967153.5,100.0
CASH_OUT,51,7,7,4156666.97,593809.5671428571,1398946.33,100.0
CASH_OUT,52,4,4,9674965.96,2418741.49,7484125.12,100.0
CASH_OUT,53,5,5,6308950.77,1261790.1539999999,3640271.29,100.0
CASH_OUT,54,2,2,1788799.1800000002,894399.5900000001,1350574.58,100.0
CASH_OUT,55,6,6,2484575.41,414095.9016666667,854550.85,100.0
CASH_OUT,56,9,9,10899785.38,1211087.2644444446,4243468.19,100.0
CASH_OUT,57,3,3,1526867.46,508955.82,1014816.16,100.0
CASH_OUT,58,10,10,20416314.43,2041631.443,7108914.22,100.0
CASH_OUT,59,10,10,12853918.86,1285391.886,3904257.51,100.0
CASH_OUT,60,6,6,2525912.3,420985.3833333333,1026208.84,100.0
CASH_OUT,61,7,7,5163187.38,737598.1971428571,1735466.52,100.0
CASH_OUT,62,4,4,2256158.2800000003,564039.5700000001,724414.43,100.0
CASH_OUT,63,4,4,2053394.8800000001,513348.72000000003,1693962.01,100.0
CASH_OUT,64,9,9,7340663.98,815629.3311111112,3097121.75,100.0
CASH_OUT,65,10,10,8163413.91,816341.3910000001,3760068.04,100.0
CASH_OUT,66,12,12,21762995.560000002,1813582.9633333336,7169129.94,100.0
CASH_OUT,67,3,3,1177300.28,392433.4266666667,1028326.5,100.0
CASH_OUT,68,9,9,14941179.040000001,1660131.0044444446,5800988.12,100.0
CASH_OUT,69,10,10,20729184.64,2072918.4640000002,7728992.56,100.0
CASH_OUT,70,3,3,1470623.97,490207.99,1036789.41,100.0
CASH_OUT,71,10,10,6827675.72,682767.5719999999,2949339.09,100.0
CASH_OUT,72,7,7,29924189.61,4274884.2299999995,10000000.0,100.0
CASH_OUT,73,4,4,1291237.21,322809.3025,684796.16,100.0
CASH_OUT,74,11,11,16897097.53,1536099.7754545456,4582074.51,100.0
CASH_OUT,75,4,4,2985307.53,746326.8825,959018.79,100.0
CASH_OUT,76,2,2,2076363.54,1038181.77,2066446.27,100.0
CASH_OUT,77,5,5,17962750.0,3592550.0,9039246.82,100.0
CASH_OUT,78,5,5,5604072.449999999,1120814.4899999998,2254934.36,100.0
CASH_OUT,79,5,5,3130803.0700000003,626160.6140000001,1619331.51,100.0
CASH_OUT,80,5,5,1496311.3,299262.26,972920.87,100.0
CASH_OUT,81,5,5,5101059.47,1020211.894,2737766.8,100.0
CASH_OUT,82,5,5,17906237.14,3581247.4280000003,10000000.0,100.0
CASH_OUT,83,6,6,5304155.2,884025.8666666667,2498370.12,100.0
CASH_OUT,84,8,8,18305642.990000002,2288205.3737500003,10000000.0,100.0
CASH_OUT,85,7,7,12809468.559999999,1829924.0799999998,8924971.59,100.0
CASH_OUT,86,9,9,26782782.279999997,2975864.6977777774,10000000.0,100.0
CASH_OUT,87,3,3,1313660.79,437886.93,1083860.21,100.0
CASH_OUT,88,4,4,17314021.2,4328505.3,9345700.07,100.0
CASH_OUT,89,3,3,1078790.56,359596.85333333333,766631.82,100.0
CASH_OUT,90,8,8,10387255.169999998,1298406.8962499998,7696836.35,100.0
CASH_OUT,91,4,4,2169942.55,542485.6375,921668.95,100.0
CASH_OUT,92,5,5,1877059.3800000001,375411.87600000005,1461930.03,100.0
CASH_OUT,93,1266,8,202473051.36,159931.32018957348,3723738.06,0.632
CASH_OUT,94,2340,6,393112177.0,167996.65683760683,2393539.65,0.256
CASH_OUT,95,1406,7,257848746.06,183391.7112802276,8775594.43,0.498
CASH_OUT,96,1132,2,240998031.95,212895.7879416961,10000000.0,0.177
CASH_OUT,97,93,5,20665740.38,222212.26215053763,4454632.3,5.376
CASH_OUT,98,7,7,6445709.99,920815.7128571429,2394623.8,100.0
CASH_OUT,99,4,4,6522056.9,1630514.225,4589441.44,100.0
CASH_OUT,100,3,3,1506829.14,502276.37999999995,1422963.14,100.0
CASH_OUT,101,6,6,6031120.51,1005186.7516666666,2388251.16,100.0
CASH_OUT,102,6,6,3221499.8099999996,536916.6349999999,1076739.91,100.0
CASH_OUT,103,4,4,2741453.88,685363.47,1254092.1,100.0
CASH_OUT,104,7,7,3882269.5,554609.9285714285,1762680.47,100.0
CASH_OUT,105,9,9,7743884.65,860431.6277777778,2988103.3,100.0
CASH_OUT,106,9,9,6203793.42,689310.38,2708906.59,100.0
CASH_OUT,107,5,5,2531010.3200000003,506202.0640000001,1299860.86,100.0
CASH_OUT,108,4,4,7763016.180000001,1940754.0450000002,7060216.94,100.0
CASH_OUT,109,6,6,4194082.97,699013.8283333334,3523089.46,100.0
CASH_OUT,110,5,5,4422757.79,884551.558,2145934.81,100.0
CASH_OUT,111,5,5,5900694.23,1180138.8460000001,3595911.39,100.0
CASH_OUT,112,1,1,42418.85,42418.85,42418.85,100.0
CASH_OUT,113,3,3,1988499.55,662833.1833333333,1636403.22,100.0
CASH_OUT,114,2,2,3874487.19,1937243.595,2908264.69,100.0
CASH_OUT,115,5,5,3613110.86,722622.172,1844357.26,100.0
CASH_OUT,116,7,7,8188198.39,1169742.627142857,2694857.26,100.0
CASH_OUT,117,6,6,6677644.46,1112940.7433333334,4032691.34,100.0
CASH_OUT,118,6,6,16723160.99,2787193.4983333335,10000000.0,100.0
CASH_OUT,119,1100,5,205453417.6,186775.83418181818,2040209.74,0.455
CASH_OUT,120,466,6,85275735.53,182995.1406223176,1860190.06,1.288
CASH_OUT,121,129,7,25361766.86,196602.84387596897,2142164.0,5.426
CASH_OUT,122,55,7,15574004.73,283163.72236363636,2658595.89,12.727
CASH_OUT,123,26,3,10845837.65,417147.60192307696,6351930.74,11.538
CASH_OUT,124,2,2,11038690.02,5519345.01,9639052.83,100.0
CASH_OUT,125,5,5,9184709.59,1836941.918,8097183.22,100.0
CASH_OUT,126,3,3,7427701.62,2475900.54,5245375.3,100.0
CASH_OUT,127,7,7,11044602.28,1577800.3257142857,6910926.92,100.0
CASH_OUT,128,4,4,7996242.76,1999060.69,4483868.79,100.0
CASH_OUT,129,7596,3,1527775525.25,201128.95277119536,1864022.05,0.039
CASH_OUT,130,12354,3,2558380556.88,207089.24695483246,1494432.21,0.024
CASH_OUT,131,13391,8,2777325467.86,207402.39473228288,10000000.0,0.06
CASH_OUT,132,13622,5,2826971871.38,207529.8686962267,3735525.0,0.037
CASH_OUT,133,13300,5,2769687852.2,208247.20693233082,1310387.43,0.038
CASH_OUT,134,12155,5,2453662960.65,201864.4969683258,10000000.0,0.041
CASH_OUT,135,9983,4,2015667541.55,201910.00115696684,1063085.99,0.04
CASH_OUT,136,11353,5,2231683630.72,196572.15103673036,7563536.91,0.044
CASH_OUT,137,12770,6,2280316782.61,178568.26801957714,3116833.75,0.047
CASH_OUT,138,11726,2,1923864054.52,164068.2291079652,1373874.08,0.017
CASH_OUT,139,17980,2,2837199060.73,157797.5005967742,2239308.54,0.011
CASH_OUT,140,13427,7,2030617587.87,151233.90093617336,4400457.84,0.052
CASH_OUT,141,4840,4,769895653.99,159069.3499979339,1589614.75,0.083
CASH_OUT,142,2897,4,487515966.11,168283.0397342078,6168077.6,0.138
CASH_OUT,143,1371,8,262554253.97,191505.65570386578,7068115.67,0.584
CASH_OUT,144,600,5,110960606.7,184934.3445,2120266.89,0.833
CASH_OUT,145,123,7,28317121.79,230220.50235772357,3572736.74,5.691
CASH_OUT,146,63,5,17877538.65,283770.4547619047,7114590.07,7.937
CASH_OUT,147,12,3,3786772.35,315564.3625,1137603.28,25.0
CASH_OUT,148,6,6,5401385.01,900230.835,3733104.07,100.0
CASH_OUT,149,11,11,21006775.53,1909706.8663636365,7188425.25,100.0
CASH_OUT,150,7,7,7007292.22,1001041.7457142856,3178915.22,100.0
CASH_OUT,151,9,9,5101797.68,566866.4088888889,1766811.07,100.0
CASH_OUT,152,3,3,2667510.12,889170.04,2175288.9,100.0
CASH_OUT,153,6563,5,1272542233.85,193896.42447813498,1552370.17,0.076
CASH_OUT,154,10548,5,2089011923.0,198048.15348881306,3424092.39,0.047
CASH_OUT,155,10950,4,2270550218.45,207356.1843333333,2723017.17,0.037
CASH_OUT,156,9854,9,2031564170.77,206166.44720621067,1054172.18,0.091
CASH_OUT,157,11109,8,2217192563.01,199585.2518687551,4738282.28,0.072
CASH_OUT,158,10517,4,1995123339.25,189704.60580488734,3457169.26,0.038
CASH_OUT,159,10074,5,1896238978.91,188230.988575541,1198453.1,0.05
CASH_OUT,160,10447,13,1991413571.83,190620.6156628697,10000000.0,0.124
CASH_OUT,161,12833,7,2370571298.83,184724.6395098574,10000000.0,0.055
CASH_OUT,162,15957,5,2747966574.16,172210.72721438867,8327328.27,0.031
CASH_OUT,163,17913,4,2811202539.11,156936.44499023058,1960920.63,0.022
CASH_OUT,164,14269,7,2076856071.98,145550.21879458966,1627389.26,0.049
CASH_OUT,165,4964,2,760100102.29,153122.50247582595,1869237.83,0.04
CASH_OUT,166,2890,3,486513796.51,168343.87422491348,1803411.53,0.104
CASH_OUT,167,1536,3,270640097.61,176197.98021484376,2598276.05,0.195
CASH_OUT,168,680,1,143317017.54,210760.3199117647,7513581.46,0.147
CASH_OUT,169,205,5,40939115.79,199703.00385365853,1179716.49,2.439
CASH_OUT,170,63,8,29636357.990000002,470418.3807936508,7246962.16,12.698
CASH_OUT,171,7,7,15417260.620000001,2202465.802857143,6501296.36,100.0
CASH_OUT,172,5,5,3656420.04,731284.008,1116508.49,100.0
CASH_OUT,173,7,7,13663938.17,1951991.167142857,8594499.99,100.0
CASH_OUT,174,5,5,3080625.9,616125.1799999999,1536245.52,100.0
CASH_OUT,175,4,4,1350000.4500000002,337500.11250000005,895565.06,100.0
CASH_OUT,176,5,5,1681403.63,336280.72599999997,665489.33,100.0
CASH_OUT,177,5572,9,1064914929.77,191118.9751920316,2588241.8,0.162
CASH_OUT,178,9739,7,1970084239.68,202288.14454050726,3354200.39,0.072
CASH_OUT,179,11101,4,2134916253.65,192317.4717277723,1551890.11,0.036
CASH_OUT,180,11771,5,2283211215.5,193969.17980630364,8186519.17,0.042
CASH_OUT,181,11860,6,2251977966.35,189880.0983431703,1644749.94,0.051
CASH_OUT,182,11709,4,2181076529.6,186273.51008625844,1567415.99,0.034
CASH_OUT,183,11569,8,2080833336.52,179862.85214971044,4354175.33,0.069
CASH_OUT,184,11657,4,2071544508.18,177708.2017826199,964741.34,0.034
CASH_OUT,185,13997,8,2481847397.21,177312.80968850467,1677292.16,0.057
CASH_OUT,186,17101,9,2818413099.47,164809.84149874275,8607089.62,0.053
CASH_OUT,187,18646,5,2858251494.68,153290.3300804462,7196174.56,0.027
CASH_OUT,188,13770,5,1997252946.22,145043.78694408134,5777706.65,0.036
CASH_OUT,189,5319,5,791894827.8,148880.39627749575,2339743.18,0.094
CASH_OUT,190,2974,4,458010072.26,154004.73176193677,10000000.0,0.134
CASH_OUT,191,1600,6,269933515.38,168708.4471125,1895158.63,0.375
CASH_OUT,192,682,5,109508255.5,160569.2895894428,1764326.19,0.733
CASH_OUT,193,194,4,32166112.52,165804.7037113402,660746.19,2.062
CASH_OUT,194,83,6,18655664.2,224767.03855421685,2942177.94,7.229
CASH_OUT,195,35,5,7958483.720000001,227385.24914285715,2031464.82,14.286
CASH_OUT,196,4,4,2499482.9699999997,624870.7424999999,1221900.21,100.0
CASH_OUT,197,2,2,2447486.75,1223743.375,1961426.59,100.0
CASH_OUT,198,6,6,19776602.419999998,3296100.403333333,7620549.14,100.0
CASH_OUT,199,5,5,5075902.22,1015180.4439999999,3644234.06,100.0
CASH_OUT,200,4,4,13089572.8,3272393.2,7482670.24,100.0
CASH_OUT,201,5693,4,975779548.46,171399.88555418936,2477661.97,0.07
CASH_OUT,202,11410,1,1967390008.71,172426.81934355828,2275786.36,0.009
CASH_OUT,203,13315,4,2353357825.21,176744.86107472776,4644693.12,0.03
CASH_OUT,204,13764,3,2323224184.87,168789.90009226967,2402993.44,0.022
CASH_OUT,205,12564,8,2108752006.57,167840.81554998408,2795429.21,0.064
CASH_OUT,206,10936,6,1811579625.43,165652.85528803951,5903046.38,0.055
CASH_OUT,207,10293,3,1702650468.98,165418.29097250558,1737653.51,0.029
CASH_OUT,208,10470,11,1753454217.2,167474.13726838588,4815187.09,0.105
CASH_OUT,209,11345,3,1833472335.88,161610.60695284267,7044227.89,0.026
CASH_OUT,210,12668,4,1893184894.96,149446.23420903063,1951511.59,0.032
CASH_OUT,211,14288,7,2015328260.7,141050.41018337067,5689516.13,0.049
CASH_OUT,212,12124,20,1717737114.38,141680.725369515,10000000.0,0.165
CASH_OUT,213,4005,4,592661110.33,147980.30220474408,1835523.44,0.1
CASH_OUT,214,2244,6,363803630.03,162122.8297816399,2582313.07,0.267
CASH_OUT,215,1479,5,258067517.6,174487.84151453685,9453680.72,0.338
CASH_OUT,216,723,3,125495137.23,173575.5701659751,1697655.62,0.415
CASH_OUT,217,648,8,124231370.36,191715.0777160494,3452538.75,1.235
CASH_OUT,218,6,6,11118941.99,1853156.9983333333,7983958.34,100.0
CASH_OUT,219,5,5,4281422.17,856284.434,2312944.11,100.0
CASH_OUT,220,3,3,4843548.54,1614516.18,3379009.86,100.0
CASH_OUT,221,5,5,2643093.07,528618.614,1123561.68,100.0
CASH_OUT,222,4,4,2974650.12,743662.53,1388774.78,100.0
CASH_OUT,223,4,4,3293724.2399999998,823431.0599999999,2308798.26,100.0
CASH_OUT,224,5,5,10117496.29,2023499.258,8752000.36,100.0
CASH_OUT,225,6359,6,1196035435.54,188085.45927661582,2134565.61,0.094
CASH_OUT,226,9643,6,1944904848.79,201690.84815824952,9960382.4,0.062
CASH_OUT,227,11235,7,2218778028.44,197488.03101379616,4075956.58,0.062
CASH_OUT,228,11453,8,2345185927.29,204766.08113943946,10000000.0,0.07
CASH_OUT,229,10463,4,1999673088.49,191118.52131224313,1474026.06,0.038
CASH_OUT,230,9195,9,1765678379.92,192025.92495051658,10000000.0,0.098
CASH_OUT,231,9625,9,1863712046.96,193632.42046337662,6029387.26,0.094
CASH_OUT,232,10248,5,2015905562.85,196712.0962968384,3017156.01,0.049
CASH_OUT,233,5196,6,931427238.11,179258.51387798306,1537539.62,0.115
CASH_OUT,234,13538,7,2333483470.27,172365.45060348648,2847566.62,0.052
CASH_OUT,235,18494,5,2805593786.56,151702.91913918027,2684260.67,0.027
CASH_OUT,236,13596,5,1983598590.53,145895.74805310386,4121986.59,0.037
CASH_OUT,237,4475,6,679888638.07,151930.4219150838,10000000.0,0.134
CASH_OUT,238,2542,7,389130630.65,153080.49986231313,10000000.0,0.275
CASH_OUT,239,1636,5,278087435.3,169980.09492665037,782063.25,0.306
CASH_OUT,240,735,7,124943623.93,169991.32507482995,2058961.66,0.952
CASH_OUT,241,287,9,49841472.93,173663.6687456446,1282731.68,3.136
CASH_OUT,242,79,4,18851316.14,238624.25493670886,3210027.48,5.063
CASH_OUT,243,4,4,8123938.0600000005,2030984.5150000001,5044147.53,100.0
CASH_OUT,244,6,6,13649662.54,2274943.7566666664,4448598.93,100.0
CASH_OUT,245,2,2,812345.8899999999,406172.94499999995,688034.32,100.0
CASH_OUT,246,2,2,846068.79,423034.395,831725.76,100.0
CASH_OUT,247,4,4,3237779.0200000005,809444.7550000001,2025628.87,100.0
CASH_OUT,248,5,5,14121887.35,2824377.4699999997,10000000.0,100.0
CASH_OUT,249,7562,14,1350026530.98,178527.7084078286,10000000.0,0.185
CASH_OUT,250,11700,11,2250300195.58,192333.35004957265,10000000.0,0.094
CASH_OUT,251,12788,5,2395893318.34,187354.8106302784,8276235.5,0.039
CASH_OUT,252,13062,1,2399282233.15,183684.13972975043,861510.01,0.008
CASH_OUT,253,12328,5,2261692260.53,183459.78751865673,2415826.18,0.041
CASH_OUT,254,10735,5,1860846192.34,173343.84651513738,900362.48,0.047
CASH_OUT,255,10350,4,1758042881.17,169859.2155719807,898680.13,0.039
CASH_OUT,256,10386,4,1725468872.41,166134.1105728866,9811104.49,0.039
CASH_OUT,257,10178,3,1595281696.69,156738.22918942818,6262505.91,0.029
CASH_OUT,258,10613,4,1650436794.33,155510.863500424,2684142.41,0.038
CASH_OUT,259,16896,5,2274588293.81,134622.88670750475,8274020.94,0.03
CASH_OUT,260,12055,6,1633913906.02,135538.27507424305,10000000.0,0.05
CASH_OUT,261,4174,10,579071756.57,138733.05140632487,5039827.29,0.24
CASH_OUT,262,2635,11,361252803.86,137097.83827703985,2914653.69,0.417
CASH_OUT,263,1509,3,222373058.98,147364.5188734261,711713.39,0.199
CASH_OUT,264,661,4,99083434.84,149899.29627836612,2514878.33,0.605
CASH_OUT,265,186,6,36229989.46,194784.8895698925,5721871.91,3.226
CASH_OUT,266,82,5,42345448.82,516407.91243902437,10000000.0,6.098
CASH_OUT,267,18,4,8314220.06,461901.1144444444,2926854.05,22.222
CASH_OUT,268,3,3,4045207.36,1348402.4533333334,2219475.13,100.0
CASH_OUT,269,7,7,15393450.36,2199064.3371428573,10000000.0,100.0
CASH_OUT,270,8,8,3726854.63,465856.82875,1998327.96,100.0
CASH_OUT,271,6,6,10805937.64,1800989.6066666667,5926745.36,100.0
CASH_OUT,272,6,6,7381464.65,1230244.1083333334,5141769.94,100.0
CASH_OUT,273,2509,10,382415475.19,152417.4871223595,4574246.75,0.399
CASH_OUT,274,6515,10,1006581925.77,154502.21423944744,5052211.09,0.153
CASH_OUT,275,9070,5,1401926583.43,154567.4292646086,4162555.99,0.055
CASH_OUT,276,9635,5,1402262956.31,145538.4490202387,2554948.41,0.052
CASH_OUT,277,9337,7,1435246731.0,153716.04701724323,2392482.86,0.075
CASH_OUT,278,9070,2,1372358841.37,151307.4797541345,886372.83,0.022
CASH_OUT,279,9242,11,1439994866.07,155809.87514282623,10000000.0,0.119
CASH_OUT,280,9087,2,1367143104.89,150450.4352250468,750509.29,0.022
CASH_OUT,281,10224,9,1481228667.51,144877.6083245305,5393228.23,0.088
CASH_OUT,282,11911,9,1629230193.89,136783.66164805644,1709224.02,0.076
CASH_OUT,283,14076,4,1892183157.76,134426.19762432508,924912.26,0.028
CASH_OUT,284,11938,8,1628486117.72,136411.97166359524,830803.43,0.067
CASH_OUT,285,4044,8,639233652.31,158069.64696092976,6249265.86,0.198
CASH_OUT,286,2556,4,430639653.85,168481.8677034429,2674794.22,0.156
CASH_OUT,287,1303,5,238656404.21,183159.17437452034,7109453.78,0.384
CASH_OUT,288,671,5,125466837.2,186984.85424739195,1905476.22,0.745
CASH_OUT,289,176,6,35700876.75,202845.890625,758492.63,3.409
CASH_OUT,290,49,4,10925434.21,222968.04510204084,1454356.81,8.163
CASH_OUT,291,15,5,6460825.58,430721.70533333335,2324907.08,33.333
CASH_OUT,292,4,4,3005441.56,751360.39,2582733.46,100.0
CASH_OUT,293,2,2,764798.75,382399.375,530124.99,100.0
CASH_OUT,294,9,9,13408398.040000001,1489822.0044444446,7809301.98,100.0
CASH_OUT,295,5,5,6624422.58,1324884.516,4531343.47,100.0
CASH_OUT,296,11,11,24936705.0,2266973.1818181816,10000000.0,100.0
CASH_OUT,297,7017,4,1418838613.27,202200.1729043751,5591647.96,0.057
CASH_OUT,298,10782,2,2120932579.8,196710.49710628824,915185.54,0.019
CASH_OUT,299,11547,5,2274125602.53,196945.14614445312,5166728.87,0.043
CASH_OUT,300,11657,4,2193823138.79,188197.9187432444,877612.78,0.034
CASH_OUT,301,11601,2,2257636154.14,194607.02992328248,958357.96,0.017
CASH_OUT,302,10748,4,2069118691.22,192511.9735039077,1788729.73,0.037
CASH_OUT,303,8847,7,1773707815.0,200486.92381598282,10000000.0,0.079
CASH_OUT,304,9135,1,1749875854.26,191557.29110673236,851239.48,0.011
CASH_OUT,305,12967,7,2407666917.06,185676.48006940694,10000000.0,0.054
CASH_OUT,306,17129,6,2874187827.19,167796.59216474983,10000000.0,0.035
CASH_OUT,307,17855,8,2718906863.99,152277.05763035562,2343696.85,0.045
CASH_OUT,308,13235,3,1984938687.11,149976.47805893465,6647155.99,0.023
CASH_OUT,309,4211,4,677532039.63,160895.7586392781,3490916.0,0.095
CASH_OUT,310,2524,5,440984502.43,174716.52235736925,5239429.19,0.198
CASH_OUT,311,1780,8,323196116.88,181570.85217977528,8589704.49,0.449
CASH_OUT,312,578,5,118497776.98,205013.45498269898,10000000.0,0.865
CASH_OUT,313,131,5,32684704.38,249501.56015267174,5818863.13,3.817
CASH_OUT,314,70,3,18431909.99,263312.99985714286,2984434.36,4.286
CASH_OUT,315,6,6,16600859.649999999,2766809.9416666664,7748802.0,100.0
CASH_OUT,316,6,6,4639712.63,773285.4383333334,1825908.12,100.0
CASH_OUT,317,10,10,3177043.9699999997,317704.397,1160652.82,100.0
CASH_OUT,318,3,3,1692354.69,564118.23,756426.12,100.0
CASH_OUT,319,4,4,6110191.23,1527547.8075,4895343.33,100.0
CASH_OUT,320,7,7,10382223.89,1483174.8414285716,8950011.46,100.0
CASH_OUT,321,5987,4,1117352249.05,186629.7392767663,772249.92,0.067
CASH_OUT,322,9677,8,1906009377.12,196962.83735868553,9208368.83,0.083
CASH_OUT,323,11005,5,2195051516.76,199459.4744897774,7596886.83,0.045
CASH_OUT,324,10657,5,2071733519.69,194401.19355259454,882257.92,0.047
CASH_OUT,325,10328,5,1911035326.76,185034.40421766072,1445166.74,0.048
CASH_OUT,326,9672,7,1795867509.25,185676.9550506617,6546019.0,0.072
